28,3.0,,3.0,,4.0,2.0,5.0,,,,,4.0,,4.0,,3.0,,,,,3.0,5.0,,,,,,3.0,4.0,3.0,,,,,,5.0,4.0,,,,,,,,,3.0,,4.0,3.0,5.0,5.0,5.0,4.0,,3.0,5.0,,5.0,,,,,5.0,4.0,3.0,5.0,,,4.0,,5.0,4.0,,,,,,,4.0,,,,,,,,,,,2.0,,,4.0,,,3.0,,,5.0,,2.0,,,,3.0,,4.0,,,,5.0,,,3.0,4.0,,,4.0,,,,,,,4.0,,3.0,,4.0,,5.0,,,,4.0,,,,,,,,3.0,,,,,,,4.0
33,,,2.0,2.0,,5.0,3.0,2.0,5.0,4.0,1.0,5.0,3.0,5.0,,,,4.0,,,5.0,3.0,,,4.0,2.0,4.0,5.0,4.0,,2.0,,,5.0,5.0,3.0,4.0,,4.0,,,5.0,5.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,,5.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,,5.0,4.0,5.0,3.0,4.0,3.0,3.0,5.0,3.0,4.0,3.0,5.0,3.0,,4.0,5.0,,4.0,4.0,2.0,3.0,,4.0,,,,,4.0,5.0,,,,,5.0,4.0,,3.0,4.0,,5.0,,,,,3.0,,,,,,2.0,3.0,5.0,3.0,,,4.0,,,,,,,4.0,4.0,4.0,3.0,,4.0,4.0,3.0,3.0,,,3.0,,5.0,,,,4.0,2.0,4.0,,5.0,,,,,
36,5.0,5.0,5.0,5.0,,5.0,,4.0,3.0,,5.0,5.0,5.0,,5.0,,,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,,5.0,5.0,5.0,5.0,4.0,,4.0,5.0,,5.0,,,4.0,4.0,,5.0,,5.0,4.0,4.0,4.0,4.0,,5.0,4.0,4.0,5.0,,5.0,5.0,,5.0,,,3.0,,,,4.0,,,5.0,4.0,5.0,5.0,5.0,,4.0,5.0,5.0,4.0,4.0,5.0,5.0,,,4.0,4.0,3.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,,,,5.0,4.0,,4.0,4.0,,3.0,4.0,4.0,,,3.0,,5.0,4.0,,4.0,5.0,5.0,4.0,3.0,4.0,,5.0,5.0,5.0,5.0,,4.0,5.0,5.0,4.0,,4.0,4.0,4.0,4.0,4.0,5.0,,5.0,5.0,5.0,5.0,5.0,3.0,,,,5.0,5.0,5.0,,4.0,4.0
42,,,3.0,3.0,,,,,,,,5.0,3.0,4.0,5.0,,3.0,4.0,,4.0,5.0,4.0,5.0,,4.0,,,5.0,,4.0,3.0,4.0,3.0,3.0,,,5.0,,5.0,4.0,4.0,4.0,,,,4.0,5.0,,3.0,5.0,4.0,5.0,5.0,3.0,,5.0,,5.0,,3.0,3.0,4.0,,,5.0,,,,5.0,5.0,,4.0,3.0,3.0,4.0,,,5.0,5.0,,3.0,,,3.0,3.0,3.0,3.0,5.0,5.0,,,,,,,,3.0,,4.0,3.0,4.0,4.0,,3.0,4.0,,,,,,,4.0,5.0,3.0,,5.0,4.0,,,,,,,3.0,,,3.0,,4.0,3.0,,,5.0,,4.0,4.0,,5.0,,,,4.0,5.0,,4.0,,3.0,,,4.0
44,5.0,,,4.0,,,,,,,,5.0,,4.0,,,,,3.0,,4.0,5.0,,,4.0,3.0,3.0,5.0,,4.0,4.0,,4.0,3.0,,3.0,5.0,3.0,4.0,,4.0,3.0,,,,5.0,4.0,5.0,4.0,5.0,5.0,5.0,,,,5.0,,,,4.0,,,,,5.0,,,,4.0,5.0,5.0,5.0,4.0,4.0,4.0,,,4.0,,,3.0,,,3.0,,4.0,3.0,3.0,,,,,,,,,,,,,4.0,,,,4.0,,4.0,,,,5.0,4.0,4.0,5.0,,4.0,4.0,2.0,,4.0,,,,4.0,5.0,,4.0,,,3.0,4.0,,,5.0,,,,2.0,,,,,5.0,,,,3.0,5.0,,4.0
48,4.0,3.0,4.0,3.0,3.0,3.0,4.0,5.0,,4.0,,5.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,,4.0,4.0,,5.0,4.0,4.0,4.0,4.0,3.0,,,3.0,,4.0,4.0,3.0,4.0,5.0,3.0,5.0,3.0,,3.0,5.0,4.0,3.0,4.0,4.0,4.0,3.0,,,4.0,4.0,,3.0,3.0,4.0,,4.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,,,,2.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,,3.0,3.0,4.0,3.0,3.0,2.0,,4.0,,3.0,3.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0,,4.0,3.0,3.0,5.0,,5.0,4.0,,3.0,2.0,,2.0,,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,,3.0,3.0,,5.0,4.0,3.0,,,2.0,3.0,5.0,,3.0,4.0,5.0,,4.0,3.0
53,,4.0,4.0,5.0,,5.0,5.0,,,5.0,5.0,5.0,5.0,5.0,5.0,,,4.0,,5.0,4.0,,5.0,4.0,5.0,4.0,5.0,5.0,5.0,3.0,,,3.0,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,5.0,4.0,3.0,4.0,,5.0,5.0,,,5.0,5.0,5.0,4.0,5.0,5.0,5.0,,5.0,5.0,5.0,,5.0,5.0,,5.0,,4.0,5.0,,,,5.0,,4.0,4.0,5.0,5.0,,,,4.0,,4.0,5.0,5.0,5.0,5.0,,2.0,5.0,3.0,5.0,,5.0,4.0,4.0,4.0,,4.0,5.0,5.0,5.0,4.0,,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,,5.0,5.0,5.0,5.0,,5.0,,5.0,4.0,,5.0,5.0,5.0,5.0,5.0,,5.0,,,5.0,,5.0,,5.0,5.0,,4.0,,5.0
58,,4.0,5.0,4.0,4.0,,,4.0,4.0,,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,,4.0,4.0,5.0,5.0,,4.0,,4.0,5.0,5.0,,,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,,5.0,5.0,,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,3.0,5.0,4.0,,3.0,,4.0,,3.0,4.0,4.0,4.0,5.0,3.0,5.0,4.0,3.0,5.0,4.0,5.0,4.0,3.0,3.0,5.0,3.0,4.0,5.0,4.0,5.0,,,,5.0,4.0,3.0,5.0,4.0,4.0,3.0,5.0,,5.0,5.0,4.0,5.0,,5.0,5.0,3.0,5.0,5.0,,4.0,4.0,4.0,,,,4.0,,4.0,5.0,5.0,,5.0,4.0,3.0,5.0,5.0,5.0,,5.0,5.0,,4.0,4.0,,4.0,,5.0,5.0,5.0,5.0,,5.0,,
62,,4.0,4.0,,,,5.0,3.0,5.0,,,4.0,3.0,3.0,,,,3.0,,3.0,2.0,,5.0,,,3.0,3.0,2.0,4.0,,3.0,5.0,3.0,5.0,,5.0,,4.0,3.0,,4.0,3.0,3.0,5.0,3.0,3.0,,,4.0,3.0,,4.0,,,3.0,3.0,5.0,2.0,4.0,3.0,5.0,2.0,5.0,3.0,4.0,4.0,3.0,4.0,,4.0,,3.0,4.0,5.0,3.0,,,4.0,,,,,,4.0,,4.0,,,,3.0,,,4.0,4.0,4.0,,,4.0,3.0,4.0,3.0,,4.0,,3.0,,,,,2.0,,4.0,4.0,,,2.0,4.0,3.0,,,,,,4.0,5.0,,2.0,,5.0,4.0,,,3.0,4.0,,,,,4.0,,4.0,4.0,3.0,4.0,,,,,,
65,5.0,,,4.0,,,5.0,,,5.0,,4.0,,,5.0,,,4.0,4.0,,5.0,,,5.0,,,5.0,,3.0,5.0,5.0,,4.0,,,,,,,5.0,,,,4.0,3.0,4.0,,,,5.0,,4.0,,,,4.0,,,,4.0,,,,1.0,,,,5.0,,5.0,,5.0,,,,,,5.0,4.0,,,,,,,5.0,5.0,,5.0,,,,,5.0,5.0,5.0,4.0,,,4.0,,,5.0,,,,,,,,,4.0,,5.0,,4.0,,,,4.0,,,,,5.0,,,,3.0,,,,,4.0,,5.0,5.0,3.0,,,,,,,,,4.0,,4.0,
73,3.0,,3.0,3.0,2.0,3.0,,5.0,,,5.0,,,,4.0,,,3.0,4.0,4.0,3.0,,,,4.0,4.0,4.0,,,2.0,4.0,,2.0,,,,,,,4.0,,,,,,,,,,5.0,5.0,4.0,4.0,,,4.0,,,,,,5.0,,,4.0,,,,5.0,4.0,,4.0,,,5.0,,4.0,4.0,,,3.0,,3.0,4.0,2.0,4.0,3.0,4.0,4.0,,4.0,4.0,,,4.0,2.0,,5.0,5.0,4.0,3.0,3.0,5.0,,5.0,,3.0,,3.0,,,,,5.0,2.0,3.0,,4.0,,4.0,5.0,2.0,,5.0,,4.0,,,5.0,5.0,5.0,,4.0,,3.0,,,4.0,,,,,,,3.0,5.0,,4.0,4.0,3.0
90,3.0,,4.0,3.0,,4.0,5.0,4.0,,3.0,,3.0,,5.0,4.0,,5.0,2.0,,4.0,,4.0,,,,,,,5.0,3.0,,,2.0,5.0,,,,,,,,,4.0,,,,,5.0,,,,,,,,,,,3.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,5.0,,,5.0,3.0,,5.0,,,3.0,4.0,4.0,,,,,,,4.0,4.0,,,,3.0,,,3.0,,,,,,3.0,,,5.0,,4.0,,,,4.0,5.0,,,4.0,4.0,,4.0,,,4.0,3.0,4.0,4.0,,4.0,4.0,,,,,5.0,3.0,3.0,,
92,4.0,,3.0,3.0,4.0,,,5.0,,,4.0,,,5.0,4.0,4.0,3.0,2.0,3.0,,4.0,1.0,,5.0,3.0,,4.0,4.0,,2.0,4.0,,3.0,,,,3.0,4.0,,,4.0,,,,,4.0,2.0,5.0,,,5.0,3.0,4.0,,,,,3.0,,,,,,,2.0,,,,1.0,5.0,,4.0,,5.0,,2.0,,,2.0,2.0,,,,1.0,2.0,5.0,3.0,,,,5.0,1.0,2.0,4.0,2.0,2.0,,3.0,5.0,,5.0,4.0,2.0,2.0,4.0,,,,4.0,,4.0,,3.0,5.0,1.0,,,4.0,5.0,3.0,4.0,4.0,1.0,4.0,4.0,4.0,5.0,5.0,1.0,,4.0,5.0,,4.0,1.0,5.0,3.0,2.0,2.0,3.0,3.0,,1.0,2.0,,5.0,1.0,4.0,4.0,3.0
117,3.0,,2.0,2.0,,,,5.0,,3.0,5.0,5.0,,,3.0,,3.0,4.0,,2.0,5.0,,5.0,4.0,5.0,,5.0,3.0,,4.0,,4.0,4.0,,,,4.0,,4.0,5.0,4.0,,,3.0,,2.0,4.0,,,5.0,5.0,5.0,5.0,,,4.0,,5.0,2.0,4.0,,3.0,4.0,,5.0,,,3.0,4.0,4.0,5.0,5.0,3.0,,4.0,,3.0,5.0,5.0,,2.0,3.0,,4.0,2.0,3.0,3.0,4.0,5.0,,,4.0,4.0,,,1.0,,,4.0,5.0,3.0,4.0,4.0,1.0,4.0,,,3.0,,,,4.0,4.0,5.0,,4.0,3.0,4.0,,3.0,4.0,,4.0,5.0,3.0,2.0,1.0,2.0,,3.0,,,4.0,3.0,,3.0,,2.0,,3.0,2.0,,3.0,,4.0,4.0,4.0,5.0,4.0,4.0
118,3.0,5.0,,,4.0,,,5.0,,,3.0,5.0,,,4.0,4.0,3.0,5.0,5.0,4.0,5.0,,4.0,,5.0,5.0,4.0,,,3.0,4.0,,5.0,,,,,,,5.0,,3.0,,3.0,,3.0,4.0,4.0,,5.0,5.0,5.0,5.0,,,5.0,,,,3.0,,3.0,,,4.0,,,3.0,5.0,3.0,,5.0,4.0,4.0,4.0,,,4.0,,5.0,4.0,5.0,4.0,,2.0,4.0,4.0,,,,,5.0,,5.0,3.0,4.0,5.0,2.0,3.0,4.0,,,5.0,,3.0,,3.0,,,,5.0,4.0,,5.0,3.0,5.0,4.0,,,,,3.0,,4.0,,4.0,3.0,4.0,4.0,4.0,4.0,,4.0,4.0,,4.0,,5.0,,,,5.0,,3.0,3.0,5.0,,4.0,,4.0
123,3.0,4.0,,,,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,,,4.0,3.0,4.0,4.0,5.0,,,4.0,4.0,4.0,5.0,5.0,3.0,4.0,,,5.0,3.0,4.0,5.0,4.0,3.0,4.0,,3.0,4.0,4.0,4.0,5.0,3.0,4.0,5.0,4.0,,4.0,5.0,,4.0,4.0,5.0,4.0,4.0,,5.0,4.0,4.0,,5.0,2.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,,5.0,3.0,,4.0,3.0,4.0,3.0,,,,3.0,3.0,,4.0,5.0,4.0,,4.0,4.0,4.0,2.0,4.0,5.0,4.0,4.0,4.0,3.0,5.0,,3.0,3.0,,,3.0,,,4.0,3.0,3.0,3.0,,4.0,,2.0,3.0,,4.0,,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,,4.0,3.0,,,,3.0,,,4.0,3.0,3.0,,4.0,,,3.0,,
127,,,4.0,,,4.0,4.0,5.0,3.0,,,5.0,4.0,4.0,5.0,,,4.0,3.0,5.0,5.0,5.0,,,5.0,5.0,,5.0,5.0,4.0,5.0,,5.0,4.0,,,,,3.0,,,,,,4.0,5.0,,,,5.0,4.0,5.0,4.0,3.0,,5.0,,4.0,5.0,,4.0,,,,4.0,,4.0,,,5.0,,5.0,4.0,,5.0,5.0,,5.0,5.0,,,,,4.0,4.0,,5.0,5.0,,5.0,,,,,,,4.0,,,,,,5.0,,,,,,,,,,4.0,4.0,,3.0,,,,,,,,,5.0,,,,5.0,4.0,,,,,,,5.0,3.0,,,4.0,,5.0,5.0,,5.0,3.0,4.0,4.0,3.0
129,,4.0,,,,5.0,5.0,,,,,5.0,5.0,,,4.0,,,5.0,,,,5.0,,,4.0,,,5.0,4.0,4.0,,,5.0,,,,,,5.0,2.0,,5.0,,,,4.0,,,4.0,4.0,5.0,4.0,,,5.0,5.0,5.0,,5.0,5.0,5.0,,,5.0,,5.0,5.0,5.0,,,,,,,,4.0,3.0,5.0,,,5.0,,4.0,,4.0,4.0,,,5.0,,,,3.0,,,5.0,,,5.0,,,5.0,,,,,,,,,3.0,,5.0,4.0,,3.0,,,,5.0,,,,,,,,5.0,3.0,,,,3.0,,,,,,,4.0,,,,,4.0,,,,
131,3.0,,3.0,,4.0,3.0,4.0,,4.0,,5.0,3.0,3.0,4.0,2.0,,,,,,3.0,3.0,,3.0,5.0,,4.0,4.0,4.0,,,4.0,1.0,4.0,,4.0,4.0,2.0,5.0,,,,4.0,,4.0,4.0,,5.0,5.0,4.0,4.0,5.0,5.0,,,4.0,,4.0,3.0,,,,5.0,4.0,4.0,3.0,,2.0,5.0,4.0,,3.0,,2.0,,4.0,,,,,,,,,,,,2.0,4.0,5.0,,1.0,4.0,1.0,2.0,,4.0,3.0,1.0,,2.0,,,,,,,4.0,,5.0,3.0,,,4.0,4.0,,,,,,,,3.0,4.0,4.0,,4.0,,4.0,,3.0,,,5.0,3.0,,,,,,,,,2.0,,,,4.0,,
136,2.0,,3.0,,3.0,3.0,,1.0,,,1.0,3.0,,3.0,2.0,1.0,1.0,,1.0,1.0,1.0,,3.0,2.0,1.0,2.0,,,4.0,,,3.0,,4.0,,,3.0,3.0,5.0,,3.0,2.0,,,3.0,4.0,,2.0,4.0,2.0,1.0,,,,,1.0,,4.0,5.0,,1.0,,4.0,4.0,,,4.0,4.0,3.0,2.0,,3.0,,2.0,,,1.0,,,,,4.0,4.0,,,,,4.0,,3.0,2.0,,,,3.0,1.0,1.0,3.0,,,1.0,3.0,,2.0,5.0,5.0,1.0,,1.0,5.0,,,,1.0,,,4.0,4.0,,2.0,,,5.0,3.0,,5.0,1.0,4.0,3.0,,1.0,,,3.0,5.0,,,,,,,,4.0,,,,,,,
137,,,3.0,4.0,,3.0,4.0,4.0,,5.0,,,4.0,4.0,4.0,4.0,3.0,4.0,,4.0,4.0,5.0,,,4.0,5.0,,,4.0,4.0,3.0,,4.0,,,,,,,,,,3.0,,4.0,,4.0,,,,,,,,,,4.0,,,,,,,,,4.0,,,4.0,,,,,,4.0,,,,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,3.0,,3.0,4.0,,,,,,3.0,,,,5.0,,,3.0,,,4.0,,3.0,,,4.0,,4.0,,,,,,,1.0,5.0,4.0,,,,4.0,4.0,,3.0,,4.0,5.0,,,5.0,3.0,,4.0,,,,,,,,,
139,4.0,,,4.0,,,,4.0,,,,5.0,5.0,5.0,,,,,,4.0,4.0,,4.0,3.0,,,5.0,5.0,5.0,,,5.0,4.0,,,,4.0,,3.0,3.0,5.0,,,,5.0,3.0,,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,,5.0,,,,4.0,4.0,,,,,4.0,,,4.0,5.0,4.0,5.0,3.0,,,3.0,5.0,,3.0,,,5.0,,,4.0,4.0,5.0,5.0,5.0,4.0,,,,,,,5.0,5.0,,2.0,5.0,,4.0,,,,4.0,,4.0,3.0,,,,4.0,2.0,5.0,,,3.0,,5.0,4.0,,,,5.0,5.0,3.0,5.0,5.0,,4.0,,3.0,,4.0,,,,,5.0,4.0,2.0,,,,,
146,5.0,,,5.0,,,4.0,,5.0,,,4.0,,5.0,5.0,5.0,4.0,,,,3.0,,5.0,5.0,,,3.0,,3.0,,,,3.0,5.0,2.0,5.0,5.0,5.0,,,4.0,4.0,,,,4.0,,5.0,4.0,4.0,4.0,5.0,5.0,4.0,,3.0,,5.0,,5.0,4.0,,4.0,5.0,,5.0,5.0,4.0,,,5.0,,,4.0,,,,5.0,,4.0,3.0,,,1.0,1.0,2.0,,3.0,,4.0,,,,4.0,,,4.0,4.0,5.0,,,,,3.0,5.0,4.0,,,,,4.0,4.0,,5.0,,1.0,5.0,5.0,,,,,,5.0,5.0,5.0,2.0,,5.0,,5.0,,,4.0,,,,,,5.0,4.0,2.0,5.0,4.0,,2.0,,3.0,,4.0
147,4.0,4.0,5.0,,,,,5.0,,4.0,,5.0,4.0,5.0,5.0,,3.0,4.0,4.0,4.0,4.0,4.0,,,4.0,4.0,4.0,,,3.0,5.0,,4.0,,,,,,,4.0,2.0,,,4.0,,,,,,4.0,5.0,4.0,,,3.0,4.0,,,,,,4.0,,,4.0,,,,5.0,5.0,,4.0,,5.0,,4.0,3.0,,,4.0,,,,3.0,2.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,,,,,,,,,,5.0,,3.0,,,5.0,3.0,,4.0,,,5.0,,4.0,,1.0,,,,,,,5.0,4.0,4.0,5.0,5.0,,5.0,5.0,,,,4.0,,,,4.0,5.0,,,,,5.0,4.0,,4.0,4.0
148,5.0,,2.0,5.0,,,2.0,5.0,,5.0,,5.0,,5.0,5.0,,,4.0,4.0,5.0,5.0,5.0,4.0,,5.0,4.0,5.0,4.0,1.0,2.0,5.0,,5.0,4.0,5.0,,,,,5.0,,,,4.0,,4.0,5.0,4.0,,4.0,5.0,5.0,4.0,,,5.0,,,,3.0,4.0,3.0,4.0,,5.0,3.0,,4.0,,5.0,,5.0,4.0,2.0,4.0,,4.0,4.0,3.0,4.0,,,3.0,3.0,4.0,4.0,4.0,4.0,4.0,,,1.0,3.0,4.0,5.0,,4.0,4.0,,4.0,,5.0,5.0,3.0,5.0,3.0,4.0,,3.0,,4.0,5.0,4.0,5.0,,3.0,4.0,,3.0,,,,,3.0,5.0,5.0,4.0,5.0,,4.0,,,5.0,5.0,,5.0,3.0,5.0,2.0,5.0,,,,,3.0,4.0,3.0,5.0,5.0,4.0
