10,5.0,,,5.0,,,,,4.0,,5.0,2.0,5.0,,5.0,4.0,,5.0,5.0,4.0,4.0,,,,4.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,,5.0,4.0,,4.0,,,4.0,5.0,3.0,4.0,,3.0,3.0,5.0,5.0,3.0,3.0,3.0,5.0,,5.0,5.0,,,,5.0,4.0,4.0,4.0,,5.0,5.0,5.0,5.0,,,4.0,,4.0,,4.0,3.0,,4.0,4.0,4.0,4.0,5.0,,3.0,3.0,,3.0,5.0,4.0,5.0,,5.0,4.0,3.0,5.0,5.0,,,4.0,4.0,4.0,3.0,3.0,,,3.0,,,3.0,,4.0,5.0,5.0,5.0,,,3.0,,5.0,,,4.0,5.0,5.0,3.0,,5.0,,5.0,3.0,5.0,,5.0,4.0,4.0,5.0,,4.0,5.0,5.0,5.0,5.0,,,4.0,5.0,4.0,5.0,4.0,,5.0,,5.0,,4.0,5.0,5.0,4.0,3.0,5.0,4.0,,,,,,,4.0,5.0,,4.0,5.0,5.0,3.0,,,5.0,3.0,4.0,,,4.0,,4.0,,,5.0,,,4.0,,,4.0,,,,5.0,4.0,,,,4.0,3.0,2.0,5.0,,,
11,,,,,,,3.0,5.0,3.0,,,,,,,5.0,,5.0,1.0,,,,,,4.0,,,3.0,,,3.0,,5.0,,3.0,5.0,,,,,,,,,,,,,,,,,,,,5.0,,,,,,4.0,,,5.0,4.0,,,,,4.0,,,,,,,,,,,,,,,3.0,3.0,,3.0,4.0,,,,3.0,,5.0,,,,,,,,,4.0,,,,,,1.0,,,,,,,,3.0,,,1.0,5.0,,4.0,5.0,,5.0,,,,,,,,,,,,,4.0,,,,4.0,3.0,,1.0,,2.0,,,,,,,,,,,4.0,,,,2.0,3.0,,5.0,,4.0,,5.0,5.0,,,5.0,5.0,,,,4.0,,,,4.0,,3.0,,3.0,,,,5.0,,4.0,,,,,,,,,,,3.0,
12,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,5.0,,,,,5.0,,5.0,,,,,,,,,,,,,,4.0,,,5.0,,,,,,,,,5.0,,,,3.0,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,3.0,,,,,4.0,4.0,,,,5.0,4.0,3.0,4.0,3.0,,,,,,3.0,2.0,4.0,5.0,,,,5.0,4.0,3.0,5.0,,,,3.0,,4.0,,4.0,,,,,,4.0,,,,,,,3.0,,,,,5.0,,4.0,,,5.0,4.0,5.0,,,,4.0,,,,,,,,,3.0,,,,,,,4.0,,,,,4.0,,,,4.0,,3.0,4.0,4.0,3.0,3.0,,,3.0,,,,,4.0,4.0,,4.0,,,3.0,,,,,,,,,,,,,,,,,,,,,4.0,3.0,,,3.0,,,,,,,,,,,,,,,5.0,,3.0,3.0,3.0,,,,,,,,,,,,,,,,3.0,,,3.0,,3.0,,,,,,3.0,,,,3.0,,,3.0,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,4.0,,,,,,5.0,,,,,3.0,,,,2.0,,,,5.0,4.0,,,,,,,,,,,,,,,,,4.0,3.0,,,,,,,
15,,,,3.0,,,4.0,4.0,5.0,,,,4.0,3.0,,4.0,,4.0,1.0,4.0,4.0,,3.0,4.0,4.0,4.0,,3.0,,,,,4.0,,,,4.0,3.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,,4.0,,,,4.0,4.0,,,,,,,,,,,,,,,,3.0,,,,2.0,,,,,,4.0,,,,,,,,,4.0,3.0,,4.0,,,2.0,,3.0,4.0,3.0,,,3.0,,,,4.0,,3.0,3.0,,4.0,,,4.0,4.0,4.0,,,4.0,,,,4.0,,,4.0,,3.0,2.0,,,,4.0,,,,,4.0,,1.0,,3.0,,4.0,,,,4.0,,,4.0,3.0,,,,4.0,,4.0,,3.0,,,,2.0,3.0,,4.0,2.0,,4.0,,,4.0,,4.0,3.0,4.0,,,,,5.0,3.0,,,,,5.0,3.0,
16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,4.0,,5.0,,,,,,,,,,,,,,,,,3.0,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,
17,,,,5.0,5.0,,,5.0,4.0,,,4.0,5.0,5.0,4.0,5.0,,5.0,,,,,,5.0,4.0,4.0,5.0,,,5.0,4.0,,5.0,5.0,,,,,,5.0,4.0,,,,,5.0,,,,5.0,,,,,,,,,3.0,,4.0,,5.0,5.0,,,4.0,5.0,,4.0,4.0,5.0,,,,,,,,,5.0,,,,,,5.0,5.0,,,,,,,4.0,4.0,3.0,,4.0,5.0,,,,,,3.0,,,5.0,,2.0,4.0,4.0,,4.0,5.0,,5.0,,,,,4.0,,,,,4.0,,,,,,5.0,,5.0,,,,,,,4.0,,,5.0,,4.0,,4.0,,4.0,4.0,4.0,4.0,3.0,,,4.0,5.0,,,,,,,,5.0,,,,,5.0,,5.0,,,,5.0,,,,5.0,4.0,,5.0,,,,4.0,,,4.0,,,4.0,,4.0,5.0,,,3.0,5.0,4.0,,3.0,4.0
18,4.0,,,,5.0,,1.0,5.0,5.0,,,,5.0,5.0,,,,,,5.0,4.0,2.0,3.0,,,5.0,,,5.0,5.0,4.0,4.0,,5.0,,,4.0,,1.0,,3.0,,,,,,5.0,5.0,,,5.0,5.0,3.0,4.0,,5.0,,4.0,5.0,,,,4.0,5.0,5.0,5.0,4.0,,,5.0,,,,,,,,,,5.0,5.0,5.0,,,,5.0,,,,,5.0,,,,,,,,,,2.0,4.0,3.0,,,4.0,4.0,,4.0,3.0,,5.0,,,,5.0,,,,,3.0,4.0,,4.0,3.0,4.0,,,3.0,,5.0,4.0,3.0,,,5.0,3.0,5.0,4.0,5.0,,4.0,4.0,5.0,,,,5.0,,,,,,,,,1.0,4.0,,,,,,,,,,,3.0,,4.0,,5.0,,3.0,,4.0,,,5.0,,,,,,5.0,,,4.0,,,,1.0,,4.0,,,2.0,4.0,1.0,,,5.0,5.0,3.0,,5.0
19,5.0,,,4.0,3.0,,4.0,,4.0,4.0,,5.0,3.0,,,4.0,,4.0,,3.0,,4.0,4.0,3.0,4.0,3.0,,,4.0,4.0,,4.0,5.0,3.0,,,3.0,5.0,,,,4.0,,,,,4.0,,,,,,5.0,5.0,,,3.0,,3.0,,3.0,,5.0,5.0,4.0,4.0,3.0,4.0,,4.0,,2.0,5.0,5.0,,,,,,5.0,3.0,,,,5.0,4.0,4.0,5.0,5.0,,4.0,,,4.0,5.0,,4.0,4.0,5.0,3.0,,5.0,,,,,,,3.0,,4.0,5.0,3.0,3.0,2.0,,,,,,,4.0,,,,,,,,5.0,,4.0,5.0,,,4.0,,3.0,,3.0,,,,,,4.0,5.0,5.0,,,,,3.0,3.0,4.0,4.0,,3.0,3.0,,4.0,5.0,1.0,4.0,,3.0,4.0,5.0,,,,,5.0,,,4.0,5.0,,,4.0,,4.0,4.0,,,3.0,2.0,,,,,,,3.0,,2.0,,4.0,,2.0,,,,,,,4.0
20,,,,,,,5.0,,5.0,,,,,,,,,,,,,,,4.0,,,,,,4.0,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,5.0,,,,,,,,,,,,4.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,5.0,,,,,,5.0,,
21,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,,,4.0,,2.0,4.0,,4.0,4.0,,4.0,,3.0,3.0,5.0,,,,,,1.0,4.0,3.0,2.0,,,2.0,,4.0,,2.0,,,,5.0,2.0,4.0,2.0,,3.0,4.0,,4.0,,,3.0,,,,,,4.0,3.0,,4.0,,,3.0,,4.0,4.0,,4.0,3.0,4.0,4.0,,,3.0,,4.0,,,,4.0,5.0,,,,4.0,,4.0,,,4.0,4.0,4.0,2.0,4.0,4.0,,,,,4.0,3.0,,,,1.0,,4.0,,5.0,,,4.0,2.0,1.0,4.0,2.0,4.0,1.0,,,,3.0,4.0,,4.0,,,,4.0,,1.0,3.0,,,,,,4.0,3.0,,2.0,2.0,2.0,,4.0,,,4.0,3.0,3.0,5.0,,4.0,2.0,3.0,,,,3.0,,3.0,2.0,,,,,1.0,,,,4.0,4.0,2.0,4.0,3.0,,5.0,,4.0,4.0,,,2.0,4.0,4.0,,,,4.0,,2.0,4.0,2.0,,,,,,,,,4.0,5.0,,,,,,3.0,,
23,4.0,2.0,4.0,4.0,3.0,4.0,2.0,4.0,,3.0,,,5.0,5.0,3.0,,,,1.0,,3.0,5.0,,3.0,5.0,,5.0,,,4.0,,3.0,4.0,3.0,,4.0,4.0,,,4.0,4.0,5.0,3.0,3.0,,,,,,2.0,,,5.0,5.0,,4.0,3.0,,4.0,,5.0,,,5.0,,,3.0,3.0,,,3.0,3.0,3.0,,4.0,5.0,,,,5.0,5.0,,,3.0,4.0,,5.0,,,,,,,,4.0,,,3.0,,4.0,,,,,,4.0,4.0,4.0,5.0,3.0,4.0,4.0,3.0,,3.0,2.0,,3.0,,2.0,3.0,,,,,3.0,,,,,,4.0,,4.0,4.0,,4.0,,4.0,,4.0,,3.0,,,,,3.0,4.0,3.0,,3.0,4.0,3.0,3.0,4.0,5.0,4.0,5.0,4.0,,5.0,2.0,,,,,4.0,,,4.0,,4.0,,5.0,,,4.0,5.0,,5.0,,,2.0,,3.0,,2.0,,3.0,,,,,,5.0,,4.0,4.0,,,1.0,2.0,3.0,,,4.0
24,,,,,,,,5.0,4.0,,,,5.0,5.0,,4.0,,,,4.0,,,3.0,,,5.0,,,,,4.0,4.0,5.0,,4.0,5.0,3.0,,,,,5.0,,,5.0,,5.0,5.0,,,,,,5.0,4.0,,4.0,4.0,,,,,5.0,,4.0,5.0,,,,,5.0,,,4.0,5.0,,4.0,5.0,,,,,4.0,,,4.0,4.0,4.0,,5.0,4.0,,,5.0,,5.0,,,,,4.0,,,,4.0,,,,,,,4.0,2.0,,,,,,,4.0,,,4.0,3.0,,3.0,,,,,5.0,,3.0,,,5.0,,4.0,4.0,,3.0,,,,,,,,,4.0,4.0,4.0,,,,,,3.0,4.0,4.0,4.0,4.0,,,,,4.0,,,4.0,4.0,,4.0,,,4.0,,,,4.0,,4.0,,,3.0,4.0,,,,,4.0,,,,5.0,4.0,,,,,,,,,,,
25,,,,,,,,,3.0,,4.0,5.0,5.0,,,,,,,,,,,,4.0,,,,2.0,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,5.0,,5.0,,,,5.0,,,,,,,,,,,,,,,,,,5.0,,,5.0,,,,5.0,,,5.0,5.0,5.0,,3.0,3.0,,,,,,,3.0,5.0,4.0,,,5.0,,,4.0,,,4.0,,4.0,,,,4.0,,,,,,,5.0,5.0,5.0,,,,,,,,,,,4.0,3.0,,,,,,,3.0,,,5.0,,,3.0,5.0,,2.0,,,5.0,,,,,2.0,,,,,,,,4.0,,,4.0,,,3.0,,,,,,,,,,,,,4.0,4.0,,,,3.0,5.0,,4.0
26,3.0,3.0,,,,3.0,,,,,,,3.0,,,4.0,,5.0,,3.0,,4.0,3.0,,4.0,,,3.0,3.0,3.0,,3.0,3.0,3.0,4.0,,3.0,,3.0,,3.0,,,,,,,,,,,1.0,,3.0,2.0,,3.0,,2.0,4.0,,,,2.0,,3.0,,,,,,,,2.0,,,,,,,4.0,,3.0,,,5.0,4.0,3.0,,,3.0,,,4.0,,,3.0,,,1.0,,3.0,1.0,5.0,5.0,,,1.0,,3.0,,,3.0,4.0,,,,,,,,5.0,5.0,3.0,,5.0,4.0,3.0,3.0,4.0,4.0,,,4.0,2.0,,3.0,4.0,3.0,,1.0,,4.0,1.0,3.0,5.0,,3.0,,,3.0,3.0,,,,,,2.0,,,1.0,,,1.0,3.0,,2.0,,,1.0,3.0,,4.0,3.0,4.0,3.0,,,,,,,3.0,,,,,2.0,3.0,,4.0,2.0,2.0,3.0,2.0,,,,,,,,2.0,,,,
27,,,,,,,,,,,,,5.0,,,4.0,,,,,,,,,,,5.0,,,,,,,,,,,,,,,5.0,,5.0,5.0,5.0,,,5.0,,,,,4.0,,,,,5.0,,,5.0,,,,5.0,,,,,,,,,,,3.0,,,,,,,5.0,,,3.0,,,,,5.0,,,,,,,,,,,,,5.0,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
28,3.0,,,3.0,,4.0,2.0,5.0,,,,,4.0,,,4.0,,,3.0,,,,,,3.0,5.0,,,,,,,3.0,,,4.0,3.0,,,,,,4.0,,5.0,,4.0,,,,,,,,,,,,3.0,,,4.0,3.0,5.0,5.0,5.0,4.0,,3.0,5.0,,5.0,,,,,5.0,4.0,,,3.0,,5.0,,,,4.0,,5.0,,4.0,,,,,,,,,,,4.0,,,,,,,,,,,,,,2.0,,,,,,,4.0,,,,,3.0,,,5.0,,,2.0,,,,,,,3.0,,,,,4.0,,,,5.0,,,,,3.0,4.0,,,,4.0,,,,,,,,4.0,,,3.0,,4.0,,,5.0,,,,,4.0,,,,,,,,,,,,,,,3.0,,,,,4.0,,,,,,4.0
29,,,2.0,,,,,5.0,5.0,,,,5.0,,,5.0,3.0,,,,,3.0,,3.0,4.0,,3.0,,,4.0,,,,,,,,4.0,,,,5.0,,,2.0,,,,,,3.0,,5.0,,,,,,,3.0,3.0,,,4.0,,5.0,3.0,,,2.0,,4.0,,5.0,3.0,4.0,5.0,,,,5.0,2.0,,3.0,,,,,,,3.0,,5.0,,2.0,,2.0,,3.0,2.0,,5.0,,,,,,,3.0,,,3.0,,,3.0,,,,,,,,,,,,,,4.0,,,3.0,,,,,,,,5.0,,,,,,,,,,,4.0,,,5.0,3.0,,3.0,,,,,,,,,,,3.0,,,,,,,4.0,,,,,,,,,,,,,,,3.0,,,2.0,,,,,5.0,,,,5.0,,,4.0,,1.0
30,,,,,,,,5.0,,,3.0,,,3.0,,4.0,,,,,,,,,,5.0,,,,4.0,,,5.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,4.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,3.0,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,4.0,,,,,,,3.0,,,,,,4.0,,,,,4.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
31,,3.0,3.0,,,,,,,,,,,,,,,5.0,5.0,,,,,,5.0,,,3.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,5.0,,,,,,,,3.0,,,5.0,,,,,4.0,,,,,,,,3.0,,5.0,,,,,,4.0,5.0,5.0,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,5.0,5.0,,,,,,,,4.0,,,,4.0,,,4.0,,,,4.0,,,,,,,,4.0,,,,,,,4.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,3.0,,,,,,5.0,,,,,,
32,,,,5.0,,,4.0,3.0,,,,,,,,,,,,,,,,3.0,2.0,,,,,4.0,,,5.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,3.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,5.0,,,,,4.0,,3.0,,4.0,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,4.0,,,
33,,,,2.0,2.0,,5.0,3.0,2.0,5.0,4.0,1.0,5.0,3.0,2.0,5.0,5.0,,,3.0,,4.0,,,5.0,3.0,,,,4.0,2.0,4.0,5.0,3.0,,4.0,,2.0,,,,5.0,4.0,5.0,3.0,,4.0,,2.0,4.0,4.0,4.0,,,5.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,,5.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,,5.0,4.0,5.0,3.0,,5.0,4.0,,3.0,3.0,5.0,5.0,3.0,4.0,3.0,,5.0,3.0,3.0,,4.0,5.0,,4.0,4.0,,,4.0,,2.0,3.0,,,4.0,,,,,4.0,,5.0,,,2.0,,5.0,,2.0,,5.0,,4.0,,,3.0,4.0,,5.0,4.0,,,,,,,4.0,3.0,5.0,5.0,,,,,,,2.0,3.0,,4.0,5.0,3.0,,,,4.0,,,,,,,,4.0,4.0,,4.0,3.0,,4.0,,4.0,3.0,3.0,,,,3.0,,,5.0,,,,3.0,,5.0,,,4.0,2.0,,4.0,,5.0,,,3.0,,,,,,
34,5.0,4.0,,,5.0,4.0,,,,,,,,,,5.0,,5.0,,,,,3.0,,,,,4.0,,,,,,,5.0,,,,,,,,,,,,5.0,,,,,5.0,,,4.0,,,,5.0,,,,,5.0,5.0,,,,,,,,4.0,,,,,,,,,,,,5.0,5.0,,5.0,4.0,,,,,5.0,,,,,,,,4.0,,5.0,,,4.0,,,,,,,,,,4.0,,,,,,4.0,4.0,,5.0,,4.0,,,5.0,5.0,5.0,3.0,,,3.0,4.0,3.0,,4.0,,,4.0,5.0,,5.0,,,5.0,4.0,,,,,,,,,,,,,4.0,,5.0,4.0,,,5.0,,5.0,5.0,,,5.0,,,,,,,,,,,,3.0,,,5.0,4.0,,,,,3.0,,,3.0,,,,,,,
35,,,,,,4.0,,,,,,,,4.0,,3.0,,,3.0,,,,,,,,,,,,,2.0,,2.0,,4.0,,,,,,,4.0,4.0,5.0,,5.0,,,,5.0,4.0,,,,,,4.0,,,,5.0,,4.0,5.0,4.0,,,,4.0,,,,1.0,,,4.0,4.0,,,,,5.0,4.0,,,,,4.0,4.0,,4.0,,,,5.0,3.0,,,,,,,3.0,,,,,,,,,,,,,,,,3.0,,,4.0,,3.0,,,,,,,,,,,,,2.0,4.0,,,,,,,,,,,5.0,,,,,4.0,,,,,,,4.0,,,,,,3.0,,,,,5.0,,,,,,,,,,,,,,2.0,,,,,3.0,,,,,,,,,5.0,,4.0,4.0,,,
36,5.0,4.0,5.0,5.0,5.0,,5.0,,4.0,3.0,,5.0,5.0,5.0,3.0,,4.0,5.0,,,,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,,5.0,5.0,4.0,5.0,5.0,5.0,4.0,,,4.0,5.0,,,5.0,,,,,4.0,4.0,,4.0,,5.0,,5.0,4.0,4.0,5.0,4.0,4.0,,5.0,4.0,4.0,5.0,,5.0,5.0,,5.0,,,3.0,,,,4.0,,4.0,,,,,5.0,4.0,5.0,5.0,,5.0,,,4.0,5.0,5.0,4.0,2.0,4.0,3.0,,5.0,,5.0,,5.0,,4.0,4.0,3.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,,4.0,4.0,,,,,,,5.0,4.0,,4.0,4.0,5.0,,3.0,4.0,,5.0,4.0,5.0,,5.0,,,,3.0,,5.0,4.0,,4.0,3.0,,5.0,5.0,4.0,4.0,3.0,4.0,,5.0,,5.0,5.0,5.0,,4.0,5.0,4.0,5.0,4.0,,4.0,4.0,4.0,4.0,4.0,,4.0,5.0,,4.0,5.0,5.0,,5.0,5.0,5.0,4.0,4.0,5.0,5.0,3.0,,4.0,,,5.0,5.0,5.0,5.0,4.0,,,4.0,,4.0
